chosen_worker_id,client_addr,lb_decision_latency_ms,overall_rtt_ms,payload_recv_brief,proxy_to_worker_rtt_ms,request_id,status,timestamp,worker_processing_time_ms,worker_response_payload_brief
worker-2,"('127.0.0.1', 62377)",0.03120800101896748,480.116166996595,"{'data': 'Benchmark hello from client 6, req 4', 'request_id': 'client6-req4-7f9af99c'}",424.88304099970264,client6-req4-7f9af99c,SUCCESS,1747410887.8513112,226.0280840055202,"{'data': 'Response from worker-2 to request client6-req4-7f9af99c', 'original_request_id': 'client6-"
worker-1,"('127.0.0.1', 62372)",0.03920900053344667,1197.0480419986416,"{'data': 'Benchmark hello from client 1, req 3', 'request_id': 'client1-req3-9242d381'}",1143.8607090021833,client1-req3-9242d381,SUCCESS,1747410887.160649,118.26091599505162,"{'data': 'Response from worker-1 to request client1-req3-9242d381', 'original_request_id': 'client1-"
worker-1,"('127.0.0.1', 62375)",0.01412499841535464,1167.2297080003773,"{'data': 'Benchmark hello from client 4, req 5', 'request_id': 'client4-req5-93daff45'}",1115.2191250002943,client4-req5-93daff45,SUCCESS,1747410887.2732558,83.57816599891521,"{'data': 'Response from worker-1 to request client4-req5-93daff45', 'original_request_id': 'client4-"
worker-1,"('127.0.0.1', 62373)",0.009374998626299202,1102.0029170031194,"{'data': 'Benchmark hello from client 2, req 3', 'request_id': 'client2-req3-acf77bb7'}",1050.03758300154,client2-req3-acf77bb7,SUCCESS,1747410887.417567,78.2837499937159,"{'data': 'Response from worker-1 to request client2-req3-acf77bb7', 'original_request_id': 'client2-"
worker-2,"('127.0.0.1', 62376)",0.027499998395796865,592.684666000423,"{'data': 'Benchmark hello from client 5, req 5', 'request_id': 'client5-req5-ed90ce2b'}",541.0560419986723,client5-req5-ed90ce2b,SUCCESS,1747410887.974045,238.71283299376955,"{'data': 'Response from worker-2 to request client5-req5-ed90ce2b', 'original_request_id': 'client5-"
worker-1,"('127.0.0.1', 62379)",0.03695800114655867,1033.4558749964344,"{'data': 'Benchmark hello from client 8, req 3', 'request_id': 'client8-req3-7875dece'}",980.0834999987273,client8-req3-7875dece,SUCCESS,1747410887.5865731,99.00125000422122,"{'data': 'Response from worker-1 to request client8-req3-7875dece', 'original_request_id': 'client8-"
worker-2,"('127.0.0.1', 62374)",0.03137499879812822,760.7628339974326,"{'data': 'Benchmark hello from client 3, req 4', 'request_id': 'client3-req4-62de781b'}",709.024165997107,client3-req4-62de781b,SUCCESS,1747410888.005068,198.2274579931982,"{'data': 'Response from worker-2 to request client3-req4-62de781b', 'original_request_id': 'client3-"
worker-2,"('127.0.0.1', 62380)",0.03037499845959246,735.2271250056219,"{'data': 'Benchmark hello from client 9, req 4', 'request_id': 'client9-req4-0122875f'}",683.1654159977916,client9-req4-0122875f,SUCCESS,1747410888.10171,70.97300000168616,"{'data': 'Response from worker-2 to request client9-req4-0122875f', 'original_request_id': 'client9-"
worker-2,"('127.0.0.1', 62371)",0.03716700302902609,746.8690829991829,"{'data': 'Benchmark hello from client 0, req 4', 'request_id': 'client0-req4-a3838f15'}",693.3863750018645,client0-req4-a3838f15,SUCCESS,1747410888.1685472,76.65437499963446,"{'data': 'Response from worker-2 to request client0-req4-a3838f15', 'original_request_id': 'client0-"
worker-2,"('127.0.0.1', 62378)",0.03412500518606976,749.3754160022945,"{'data': 'Benchmark hello from client 7, req 4', 'request_id': 'client7-req4-2e99741f'}",696.4049590023933,client7-req4-2e99741f,SUCCESS,1747410888.239834,73.74887500191107,"{'data': 'Response from worker-2 to request client7-req4-2e99741f', 'original_request_id': 'client7-"
